model,target_class,style_name,target_image,source_image1,source_image2,source_image3
hf_textualinversion,guitar,photo,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_photo_13805.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_5155.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_9597.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_36809.jpg
hf_textualinversion,giraffe,sketch,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_sketch_62482.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_277.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_14.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_22985.jpg
hf_textualinversion,giraffe,art_painting,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_art_painting_61629.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_20685.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_83604.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_75752.jpg
hf_textualinversion,horse,cartoon,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_cartoon_25969.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_29920.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_12828.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_93917.jpg
hf_textualinversion,person,photo,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_photo_9066.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_41217.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_80300.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_85307.jpg
hf_textualinversion,person,sketch,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_sketch_74131.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_12530.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_9091.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_46062.jpg
hf_textualinversion,elephant,art_painting,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_art_painting_26856.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_19322.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_40165.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_74338.jpg
hf_textualinversion,guitar,cartoon,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_cartoon_25020.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_41107.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_93317.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_9843.jpg
hf_textualinversion,elephant,photo,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_photo_81583.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_39814.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_88241.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_71054.jpg
hf_textualinversion,horse,sketch,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_sketch_91775.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_55608.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_91373.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_7245.jpg
hf_textualinversion,horse,art_painting,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_art_painting_38656.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_5429.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_89317.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_44896.jpg
hf_textualinversion,person,cartoon,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_cartoon_89462.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_82330.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_90560.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_1073.jpg
hf_textualinversion,person,photo,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_photo_52263.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_87799.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_33801.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_27487.jpg
hf_textualinversion,dog,sketch,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_sketch_32867.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_43040.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_45493.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_6252.jpg
hf_textualinversion,horse,art_painting,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_art_painting_72652.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_65857.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_7515.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_78669.jpg
hf_textualinversion,dog,cartoon,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_cartoon_90051.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_91405.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_80435.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_36507.jpg
hf_textualinversion,elephant,photo,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_photo_9007.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_47404.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_35733.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_43966.jpg
hf_textualinversion,horse,sketch,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_sketch_80742.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_25479.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_51766.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_35083.jpg
hf_textualinversion,elephant,art_painting,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_art_painting_56927.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_23714.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_36502.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_94339.jpg
hf_textualinversion,elephant,cartoon,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_cartoon_82878.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_58420.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_70637.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_42818.jpg
hf_textualinversion,horse,photo,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_photo_20126.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_10424.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_73941.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_1727.jpg
hf_textualinversion,horse,sketch,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_sketch_3392.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_3811.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_96426.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_44673.jpg
hf_textualinversion,elephant,art_painting,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_art_painting_67296.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_6297.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_25807.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_34004.jpg
hf_textualinversion,person,cartoon,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_cartoon_25785.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_85428.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_37947.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_31970.jpg
hf_textualinversion,horse,photo,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_photo_3103.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_80463.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_90239.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_98943.jpg
hf_textualinversion,person,sketch,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_sketch_47294.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_50340.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_98764.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_71672.jpg
hf_textualinversion,person,art_painting,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_art_painting_26828.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_62932.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_82080.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_29708.jpg
hf_textualinversion,dog,cartoon,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_cartoon_3605.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_10413.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_97997.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_44430.jpg
hf_textualinversion,person,photo,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_photo_30106.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_96954.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_94928.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_49389.jpg
hf_textualinversion,person,sketch,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_sketch_10437.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_60254.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_95145.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_95984.jpg
hf_textualinversion,person,art_painting,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_art_painting_38281.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_6172.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_43086.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_80946.jpg
hf_textualinversion,giraffe,cartoon,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_cartoon_60999.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_71861.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_92138.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_62474.jpg
hf_textualinversion,giraffe,photo,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_photo_41190.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_37276.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_72567.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_96982.jpg
hf_textualinversion,dog,sketch,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_sketch_32096.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_33388.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_65588.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_59099.jpg
hf_textualinversion,horse,art_painting,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_art_painting_70078.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_51634.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_54115.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_17636.jpg
hf_textualinversion,person,cartoon,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_cartoon_31603.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_78289.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_85600.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_89275.jpg
hf_textualinversion,horse,photo,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_photo_50802.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_38499.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_91262.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_72456.jpg
hf_textualinversion,guitar,sketch,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_sketch_59572.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_72095.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_79568.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_42002.jpg
hf_textualinversion,giraffe,art_painting,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_art_painting_8796.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_78812.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_932.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_57812.jpg
hf_textualinversion,guitar,cartoon,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_cartoon_10647.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_89615.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_60288.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_93435.jpg
hf_textualinversion,horse,photo,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_photo_65540.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_13754.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_23381.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_28909.jpg
hf_textualinversion,elephant,sketch,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_sketch_91824.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_58444.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_16398.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_46977.jpg
hf_textualinversion,person,art_painting,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_art_painting_53677.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_78606.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_42296.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_30003.jpg
hf_textualinversion,guitar,cartoon,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_cartoon_35755.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_90675.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_13421.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_94641.jpg
hf_textualinversion,giraffe,photo,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_photo_21502.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_85928.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_8962.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_30338.jpg
hf_textualinversion,elephant,sketch,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_sketch_74075.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_84705.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_48408.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_26544.jpg
hf_textualinversion,dog,art_painting,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_art_painting_15228.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_54648.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_14682.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_69148.jpg
hf_textualinversion,guitar,cartoon,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_cartoon_13115.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_44347.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_703.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_58670.jpg
hf_textualinversion,person,photo,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_photo_53506.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_64847.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_44552.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_17304.jpg
hf_textualinversion,dog,sketch,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_sketch_93420.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_67694.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_8071.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_9447.jpg
hf_textualinversion,giraffe,art_painting,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_art_painting_63489.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_98444.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_40094.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_45244.jpg
hf_textualinversion,person,cartoon,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_cartoon_28037.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_23888.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_72419.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_98395.jpg
hf_textualinversion,guitar,photo,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_photo_74432.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_84596.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_50158.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_35410.jpg
hf_textualinversion,elephant,sketch,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_sketch_84246.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_68388.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_22249.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_21277.jpg
hf_textualinversion,horse,art_painting,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_art_painting_76378.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_6881.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_83952.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_4695.jpg
hf_textualinversion,elephant,cartoon,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_cartoon_93691.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_33502.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_3635.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_68027.jpg
hf_textualinversion,guitar,photo,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_photo_81926.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_7334.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_66018.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_93793.jpg
hf_textualinversion,elephant,sketch,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_sketch_49954.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_14220.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_92230.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_40888.jpg
hf_textualinversion,horse,art_painting,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_art_painting_78126.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_7406.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_7531.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_art_painting_47251.jpg
hf_textualinversion,horse,cartoon,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_cartoon_25772.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_60949.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_23937.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_cartoon_49670.jpg
hf_textualinversion,elephant,photo,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_photo_53015.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_75629.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_41866.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_photo_23892.jpg
hf_textualinversion,giraffe,sketch,https://conceptbed.s3.us-east-2.amazonaws.com/domain/none_with_emb_without_multires_sketch_69682.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_14035.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_15109.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/domain/original_sketch_46530.jpg
