model,entity_name,global_name,target_image,source_image1,source_image2,source_image3
textualinversion_ldm,orangutan,monkey,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02480495_12314.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02480495_58820.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02480495_52456.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02480495_58104.jpg
textualinversion_ldm,proboscis_monkey,monkey,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02489166_98925.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02489166_11965.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02489166_3318.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02489166_22122.jpg
textualinversion_ldm,web_site,computer,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n06359193_33189.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n06359193_44105.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n06359193_87214.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n06359193_42849.jpg
textualinversion_ldm,bloodhound,dog,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02088466_97891.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02088466_56973.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02088466_56204.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02088466_56384.jpg
textualinversion_ldm,airship,aircraft,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02692877_87294.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02692877_53842.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02692877_70678.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02692877_77424.jpg
textualinversion_ldm,titi,monkey,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02493509_52379.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02493509_60387.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02493509_20075.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02493509_31546.jpg
textualinversion_ldm,web_site,computer,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n06359193_27215.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n06359193_31221.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n06359193_85927.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n06359193_10205.jpg
textualinversion_ldm,marmoset,monkey,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02490219_70114.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02490219_63305.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02490219_16780.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02490219_91123.jpg
textualinversion_ldm,gorilla,monkey,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02480855_78524.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02480855_22241.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02480855_18396.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02480855_87816.jpg
textualinversion_ldm,basset,dog,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02088238_35032.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02088238_65767.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02088238_57641.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02088238_66.jpg
textualinversion_ldm,marmoset,monkey,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02490219_81333.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02490219_24818.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02490219_91147.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02490219_51370.jpg
textualinversion_ldm,Afghan_hound,dog,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02088094_77953.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02088094_7995.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02088094_3599.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02088094_73690.jpg
textualinversion_ldm,water_ouzel,bird,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n01601694_11675.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n01601694_52556.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n01601694_28391.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n01601694_20619.jpg
textualinversion_ldm,Dutch_oven,oven,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n03259280_78721.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03259280_46917.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03259280_83095.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03259280_49796.jpg
textualinversion_ldm,pickup,truck,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n03930630_72579.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03930630_62396.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03930630_65817.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03930630_50621.jpg
textualinversion_ldm,jay,bird,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n01580077_64841.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n01580077_45154.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n01580077_69206.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n01580077_97091.jpg
textualinversion_ldm,cleaver,knife,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n03041632_13023.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03041632_46572.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03041632_48064.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03041632_47772.jpg
textualinversion_ldm,beach_wagon,car,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02814533_28328.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02814533_31226.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02814533_37998.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02814533_32717.jpg
textualinversion_ldm,hand-held_computer,computer,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n03485407_77594.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03485407_68857.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03485407_20558.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03485407_38411.jpg
textualinversion_ldm,Afghan_hound,dog,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02088094_70864.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02088094_46538.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02088094_29730.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02088094_47007.jpg
textualinversion_ldm,macaque,monkey,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02487347_95124.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02487347_14370.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02487347_62128.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02487347_42634.jpg
textualinversion_ldm,cab,car,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02930766_99747.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02930766_40112.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02930766_56182.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02930766_49139.jpg
textualinversion_ldm,limousine,car,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n03670208_78420.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03670208_52965.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03670208_48588.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03670208_16245.jpg
textualinversion_ldm,notebook,computer,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n03832673_61169.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03832673_30246.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03832673_50387.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03832673_75195.jpg
textualinversion_ldm,laptop,computer,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n03642806_92523.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03642806_43127.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03642806_64891.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03642806_19898.jpg
textualinversion_ldm,patas,monkey,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02486261_82370.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02486261_72865.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02486261_44837.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02486261_17737.jpg
textualinversion_ldm,organ,keyboard,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n03854065_3827.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03854065_97967.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03854065_73175.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03854065_99932.jpg
textualinversion_ldm,Irish_wolfhound,dog,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02090721_7063.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02090721_61800.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02090721_95305.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02090721_85630.jpg
textualinversion_ldm,gorilla,monkey,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02480855_17179.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02480855_22068.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02480855_49527.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02480855_51772.jpg
textualinversion_ldm,Afghan_hound,dog,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02088094_38890.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02088094_54704.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02088094_9600.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02088094_55907.jpg
textualinversion_ldm,Walker_hound,dog,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02089867_29837.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02089867_22136.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02089867_52375.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02089867_60473.jpg
textualinversion_ldm,titi,monkey,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02493509_50937.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02493509_67413.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02493509_38687.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02493509_22130.jpg
textualinversion_ldm,web_site,computer,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n06359193_51885.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n06359193_5189.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n06359193_83460.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n06359193_30888.jpg
textualinversion_ldm,brambling,bird,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n01530575_4520.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n01530575_86842.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n01530575_41533.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n01530575_73635.jpg
textualinversion_ldm,water_ouzel,bird,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n01601694_8071.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n01601694_47097.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n01601694_63883.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n01601694_4939.jpg
textualinversion_ldm,redbone,dog,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02090379_26645.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02090379_32944.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02090379_637.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02090379_44196.jpg
textualinversion_ldm,chimpanzee,monkey,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02481823_578.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02481823_23111.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02481823_93524.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02481823_38736.jpg
textualinversion_ldm,Irish_wolfhound,dog,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02090721_1515.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02090721_18133.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02090721_81047.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02090721_94608.jpg
textualinversion_ldm,siamang,monkey,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02483708_42147.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02483708_76531.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02483708_20089.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02483708_803.jpg
textualinversion_ldm,cab,car,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02930766_29516.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02930766_31870.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02930766_54092.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02930766_90362.jpg
textualinversion_ldm,moving_van,truck,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n03796401_42550.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03796401_45439.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03796401_26274.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03796401_59113.jpg
textualinversion_ldm,gibbon,monkey,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02483362_56886.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02483362_35703.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02483362_58469.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02483362_35397.jpg
textualinversion_ldm,jay,bird,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n01580077_86234.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n01580077_61049.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n01580077_73556.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n01580077_33439.jpg
textualinversion_ldm,orangutan,monkey,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02480495_6821.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02480495_78370.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02480495_66442.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02480495_85591.jpg
textualinversion_ldm,tow_truck,truck,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n04461696_12207.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n04461696_89630.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n04461696_12768.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n04461696_40162.jpg
textualinversion_ldm,tow_truck,truck,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n04461696_5272.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n04461696_36124.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n04461696_49107.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n04461696_2181.jpg
textualinversion_ldm,beagle,dog,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02088364_30334.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02088364_22067.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02088364_55912.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02088364_31670.jpg
textualinversion_ldm,black-and-tan_coonhound,dog,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02089078_95573.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02089078_44211.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02089078_48045.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02089078_2239.jpg
textualinversion_ldm,yawl,boat,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n04612504_6673.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n04612504_24668.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n04612504_45717.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n04612504_41060.jpg
textualinversion_ldm,speedboat,boat,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n04273569_67430.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n04273569_54861.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n04273569_83030.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n04273569_53223.jpg
textualinversion_ldm,airliner,aircraft,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02690373_78336.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02690373_51777.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02690373_34748.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02690373_73430.jpg
textualinversion_ldm,goldfinch,bird,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n01531178_9562.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n01531178_43842.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n01531178_35081.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n01531178_22700.jpg
textualinversion_ldm,grand_piano,keyboard,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n03452741_29403.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03452741_12850.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03452741_64093.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03452741_40512.jpg
textualinversion_ldm,marmoset,monkey,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02490219_45015.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02490219_63621.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02490219_32241.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02490219_8990.jpg
textualinversion_ldm,bulbul,bird,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n01560419_17413.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n01560419_64677.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n01560419_90049.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n01560419_36854.jpg
textualinversion_ldm,fire_engine,truck,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n03345487_46673.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03345487_58518.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03345487_68713.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03345487_77487.jpg
textualinversion_ldm,water_ouzel,bird,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n01601694_86710.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n01601694_80652.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n01601694_1264.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n01601694_88723.jpg
textualinversion_ldm,black-and-tan_coonhound,dog,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02089078_10987.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02089078_69284.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02089078_15499.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02089078_81524.jpg
textualinversion_ldm,Walker_hound,dog,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02089867_93500.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02089867_90763.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02089867_10442.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02089867_51894.jpg
textualinversion_ldm,howler_monkey,monkey,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02492660_67102.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02492660_6372.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02492660_29491.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02492660_56651.jpg
textualinversion_ldm,bluetick,dog,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n02088632_1869.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02088632_84378.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02088632_89420.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n02088632_77507.jpg
textualinversion_ldm,laptop,computer,https://conceptbed.s3.us-east-2.amazonaws.com/object/textualinversion_ldm_n03642806_29389.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03642806_92224.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03642806_2792.jpg,https://conceptbed.s3.us-east-2.amazonaws.com/object/original_n03642806_71881.jpg
